action_sequence,anchor_id,condition_label,condition_name,degradation_auc_loss,degradation_l_bd,degradation_p_cliff,episode_id,evolve_step,ge_audc_f,ge_audc_norm_f,ge_boundary_hit,ge_boundary_lambda_star,ge_cell_missing_reason,ge_cell_valid,ge_cliff_flag,ge_cliff_lambda,ge_contract_margin_min,ge_cpsc_lambda_star,ge_degradation_rate,ge_evolve_step_e,ge_hard_boundary_hit,ge_hard_gate_pass,ge_hard_lambda_star,ge_margin_drop_f,ge_margin_hard,ge_margin_soft,ge_max_degradation_rate,ge_monotonicity_violations,ge_near_boundary_hit,ge_ratio_pc,ge_ratio_q,ge_ratio_rec,ge_ratio_safe,ge_ratio_stab,ge_stress_lambda,ge_valid_lambda_coverage,instruction,normalized_cbf_penalty_rate,perturbation_intensity,perturbation_seed,perturbation_type,phase_label,proposition_satisfied_fraction,proposition_satisfied_fraction_source,rebound_baseline_loaded,rebound_baseline_match_level,rebound_c_rec,rebound_c_rec_cog,rebound_c_rec_missing_reason,rebound_c_rec_phy,rebound_c_rec_plan,rebound_c_rec_sim,rebound_c_rec_state_debt,rebound_c_rec_valid,rebound_formal_window_count,rebound_g_rec_total,rebound_num_recovery_windows,rebound_raw_window_count,rebound_skipped_window_count,rebound_tracker_window_count,rebound_tracker_window_open_final,rebound_w_rem_star,replanning_count_0,replanning_count_1,run_id,runtime,safety_collision_rate,safety_score,sim_step_count,stability_beta,stability_beta_action,stability_beta_neighborhood,stability_beta_neighborhood_missing_reason,stability_beta_neighborhood_valid,stability_beta_out,stability_beta_progress,stability_beta_scope,stability_beta_success,stability_beta_vv,stability_clean_ref_strategy,stability_clean_ref_valid,stability_n_clean_ref,stability_p_cbf,stability_value_delta_variance,stress_lambda,subexperiment_name,suite_name,task_family,task_percent_complete,task_state_success,total_step_count,unsafe_rate
"agent0:Wait[None]|agent1:Wait[None]|agent0:Pick[sushi mat_0]|agent1:Pick[ramekin_0]|agent0:Wait[None]|agent1:Wait[None]|agent0:Explore[dining_room_1]|agent1:Wait[None]|agent0:Pick[sushi mat_0]|agent1:Pick[ramekin_1]|agent0:Navigate[table_21]|agent1:Wait[None]|agent0:Pick[sushi mat_0]|agent1:Pick[ramekin_1]|agent0:Pick[sushi mat_0]|agent1:Navigate[table_21]|agent0:Wait[None]|agent1:Wait[None]|agent0:Navigate[table_21]|agent1:Navigate[table_21]|agent0:Wait[None]|agent1:Wait[None]|agent0:Pick[sushi mat_0]|agent1:Pick[ramekin_1]|agent0:Wait[None]|agent1:Wait[None]|agent0:Pick[sushi mat_0]|agent1:Pick[ramekin_1]|agent0:Wait[None]|agent1:Wait[None]|agent0:Wait[None]|agent1:Wait[None]|agent0:Wait[None]|agent1:Wait[None]|agent0:Wait[None]|agent1:Wait[None]|agent0:Rearrange[sushi mat_0, table_29]|agent1:Rearrange[ramekin_1, table_29]|agent0:Rearrange[sushi mat_0, on, table_29, None, None]|agent1:Rearrange[ramekin_1, on, table_29, None, None]|agent0:Wait[None]|agent1:Wait[None]|agent0:Rearrange[sushi mat_0, on, table_29, None, None]|agent1:Rearrange[ramekin_1, on, table_29, None, None]|agent0:Rearrange[sushi mat_0, on, table_29, None, None]|agent1:Rearrange[ramekin_1, on, table_29, None, None]|agent0:Rearrange[sushi mat_0, on, table_29, None, None]|agent1:Rearrange[ramekin_1, on, table_29, None, None]|agent0:Explore[dining_room_1]|agent1:Wait[None]|agent0:Pick[sushi mat_0]|agent1:Place[ramekin_1, on, table_29, None, None]|agent0:Navigate[table_21]|agent1:Navigate[table_29]|agent0:Navigate[table_21]|agent1:Navigate[table_29]|agent0:Pick[sushi mat_0]|agent1:Navigate[table_21]|agent0:Rearrange[sushi mat_0, on, table_29, None, None]|agent1:Rearrange[ramekin_1, on, table_29, None, None]|agent0:Explore[dining_room_1]|agent1:Wait[None]|agent0:Pick[sushi mat_0]|agent1:Place[ramekin_1, on, table_29, None, None]|agent0:Rearrange[sushi mat_0, on, table_29, None, None]|agent1:Rearrange[ramekin_1, on, table_29, None, None]|agent0:Rearrange[sushi_mat_0, on, table_29, None, None]|agent1:Rearrange[ramekin_1, on, table_29, None, None]|agent0:Wait[None]|agent1:Place[ramekin_1, on, table_29, None, None]|agent0:Rearrange[sushi mat_0, on, table_29, None, None]|agent1:Rearrange[ramekin_1, on, table_29, None, None]|agent0:Rearrange[sushi mat_0, on, table_29, None, None]|agent1:Navigate[table_29]|agent0:Place[sushi mat_0, on, table_29, None, None]|agent1:Place[ramekin_1, on, table_29, None, None]|agent0:Navigate[table_29]|agent1:Navigate[table_29]|agent0:Place[sushi mat_0, on, table_29, None, None]|agent1:Place[ramekin_1, on, table_29, None, None]|agent0:Navigate[table_29]|agent1:Navigate[table_29]|agent0:Place[sushi mat_0, on, table_29, None, None]|agent1:Place[ramekin_1, on, table_29, None, None]|agent0:Explore[dining_room_1]|agent1:Wait[None]|agent0:Rearrange[sushi mat_0, on, table_29, None, None]|agent1:Rearrange[ramekin_1, on, table_29, None, None]|agent0:Place[sushi mat_0, on, table_29, None, None]|agent1:Navigate[table_21]|agent0:Explore[dining_room_1]|agent1:Wait[None]|agent0:Explore[dining_room_1]|agent1:Wait[None]|agent0:Explore[dining_room_1]|agent1:Wait[None]|agent0:Done[None]|agent1:Done[None]",60,default,default,3467.0,,1.0,60,0,1.016219807161631,1.016219807161631,1,1.0,,1,1,0.6,-0.15691042488162898,1.0,1.8822837208319596,0,1,0,1.0,-0.4703610199633659,-0.3243420597613549,-0.15691042488162898,1.8822837208319596,4,0,1.4285714285714286,1.4285714285714286,0.6756579402386451,2.0,1.010521209998097,0.6,1.0,"Move the sushi mat, ramekin, and spoon from the dining room table to the entryway table.",,0.6,0,irrelevant_perturbation,stress_sweep,0.3333333333333333,task_percent_complete_fallback,1.0,exact,250.8901684686791,436.27462744453607,,445.05475851415764,,,0.3908045842251292,1.0,10.0,1844.3406300388735,10.0,10.0,0.0,10.0,0.0,26.4,49.0,49.0,0,1335.1211023330688,,,3447.0,0.6406544577834684,0.6875,0.171875,,1,0.34375,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,34.0,0.00021842251589987427,0.6,ge_capacity_validity,expq1,placement_only,0.3333333333333333,0.0,0,
"agent0:Explore[dining_room_1]|agent1:Wait[None]|agent0:Rearrange[toy_pineapple_1, living_room_1]|agent1:Wait[None]|agent0:Rearrange[toy_pineapple_1, on, couch_23, None, None]|agent1:Wait[None]|agent0:Rearrange[stuffed_toy_0, on, couch_23, None, None]|agent1:Wait[None]|agent0:Wait[None]|agent1:Wait[None]|agent0:Rearrange[toy_pineapple_1, on, chair_32, None, None]|agent1:Rearrange[stuffed_toy_0, on, chair_32, None, None]|agent0:Wait[None]|agent1:Wait[None]|agent0:Wait[None]|agent1:Rearrange[stuffed_toy_0, on, chair_32, None, None]|agent0:Done[None]|agent1:Done[None]",81,default,default,1699.0,,1.0,81,0,1.016219807161631,1.016219807161631,1,1.0,,1,1,0.6,-0.15691042488162898,1.0,1.8822837208319596,0,1,0,1.0,-0.4703610199633659,-0.3243420597613549,-0.15691042488162898,1.8822837208319596,4,0,1.4285714285714286,1.4285714285714286,0.6756579402386451,2.0,1.010521209998097,0.6,1.0,Move the stuffed toy and toy pineapple from the dining room to the living room. Place them on a chair.,,0.6,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,24.085371161800346,51.56953845162511,,21.75861993935793,,,0.04597700990883873,1.0,1.0,698.4757877775812,1.0,1.0,0.0,1.0,0.0,29.0,9.0,9.0,0,264.39969515800476,,,1696.0,0.7534494438962847,0.7222222222222222,0.18055555555555555,,1,0.3611111111111111,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,4.0,0.000755767454393208,0.6,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
"agent0:Explore[bedroom_1]|agent1:Wait[None]|agent0:Explore[bedroom_2]|agent1:Wait[None]|agent0:Rearrange[cushion_0, chair_28]|agent1:Rearrange[toy_construction_set_1, table_10]|agent0:Rearrange[cushion_0, on, chair_28, None, None]|agent1:Rearrange[toy_construction_set_1, on, table_10, None, None]|agent0:Wait[None]|agent1:Rearrange[toy_construction_set_1, on, table_10, None, None]|agent0:Done[None]|agent1:Done[None]",1,default,default,3040.0,,1.0,1,0,1.016219807161631,1.016219807161631,1,1.0,,1,1,0.6,-0.15691042488162898,1.0,1.8822837208319596,0,1,0,1.0,-0.4703610199633659,-0.3243420597613549,-0.15691042488162898,1.8822837208319596,4,0,1.4285714285714286,1.4285714285714286,0.6756579402386451,2.0,1.010521209998097,0.6,1.0,Help me move the cushion from the bedroom chair to the living room chair. Move the toy construction set from the bedroom table to the living room table.,,0.6,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,51.80135870523466,96.63850241476429,,79.51723863733659,,,0.3448275743162905,1.0,1.0,1502.239454253164,1.0,1.0,0.0,1.0,0.0,29.0,6.0,6.0,0,594.0866816043854,,,3038.0,0.6552180772668097,0.7,0.175,,1,0.35,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,30.0,0.006013534031808376,0.6,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
"agent0:PerceptionScanTool[None]|agent1:Wait[None]|agent0:Navigate[entryway_1]|agent1:Wait[None]|agent0:Explore[living_room_1]|agent1:Wait[None]|agent0:Rearrange[cup_0, bench_51]|agent1:Rearrange[squeezer_1, bench_51]|agent0:Rearrange[cup_0, on, bench_51, None, None]|agent1:Rearrange[squeezer_1, on, bench_51, None, None]|agent0:Wait[None]|agent1:Rearrange[squeezer_1, on, bench_51, None, None]|agent0:Rearrange[toy_food_2, on, bench_51, None, None]|agent1:Wait[None]|agent0:Done[None]|agent1:Done[None]",11,default,default,2220.0,,1.0,11,0,1.016219807161631,1.016219807161631,1,1.0,,1,1,0.6,-0.15691042488162898,1.0,1.8822837208319596,0,1,0,1.0,-0.4703610199633659,-0.3243420597613549,-0.15691042488162898,1.8822837208319596,4,0,1.4285714285714286,1.4285714285714286,0.6756579402386451,2.0,1.010521209998097,0.6,1.0,"Put the mug, squeezer, and toy food on the bench in the entryway.",,0.6,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,33.601842065676564,65.19022763711858,,44.99999844827592,,,1.068965480380499,1.0,1.0,974.4534535064624,1.0,1.0,0.0,1.0,0.0,29.0,8.0,8.0,0,472.42725110054016,,,2218.0,0.5864864864864865,0.8529411764705882,0.21323529411764705,,1,0.4264705882352941,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,93.0,0.0044724661856889725,0.6,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
"agent0:Explore[hallway_1]|agent1:Wait[None]|agent0:Explore[bedroom_1]|agent1:Wait[None]|agent0:Explore[bedroom_2]|agent1:Wait[None]|agent0:Wait[None]|agent1:Pick[credit_card_0]|agent0:Wait[None]|agent1:Navigate[table_30]|agent0:Wait[None]|agent1:Pick[credit_card_0]|agent0:Wait[None]|agent1:Rearrange[credit_card_0, table_13]|agent0:Wait[None]|agent1:Place[credit_card_0, on, table_22, None, None]|agent0:Wait[None]|agent1:Navigate[table_22]|agent0:Wait[None]|agent1:Place[credit_card_0, on, table_22, None, None]|agent0:Done[None]|agent1:Done[None]",9,default,default,2850.0,,1.0,9,0,1.016219807161631,1.016219807161631,1,1.0,,1,1,0.6,-0.15691042488162898,1.0,1.8822837208319596,0,1,0,1.0,-0.4703610199633659,-0.3243420597613549,-0.15691042488162898,1.8822837208319596,4,0,1.4285714285714286,1.4285714285714286,0.6756579402386451,2.0,1.010521209998097,0.6,1.0,Take the credit card from the hallway to the bedroom and put it on the bedside table.,,0.6,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,55.52943203776523,98.62126096708295,,97.79310007609999,,,0.0,1.0,3.0,1610.3535846246236,3.0,3.0,0.0,3.0,0.0,29.0,11.0,11.0,0,498.926216840744,,,2849.0,0.5926315789473685,0.625,0.15625,,1,0.3125,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,0.0,0.012414176017045975,0.6,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
"agent0:Rearrange[kettle, counter_34, on, stool_18]|agent1:Rearrange[potato, counter_34, on, stool_18]|agent0:Explore[kitchen_1]|agent1:Wait[None]|agent0:Rearrange[kettle_0, on, stool_18, None, None]|agent1:Rearrange[potato_1, on, stool_18, None, None]|agent0:Wait[None]|agent1:Rearrange[potato_1, on, stool_18, None, None]|agent0:Done[None]|agent1:Done[None]",80,default,default,1044.0,,1.0,80,0,1.016219807161631,1.016219807161631,1,1.0,,1,1,0.6,-0.15691042488162898,1.0,1.8822837208319596,0,1,0,1.0,-0.4703610199633659,-0.3243420597613549,-0.15691042488162898,1.8822837208319596,4,0,1.4285714285714286,1.4285714285714286,0.6756579402386451,2.0,1.010521209998097,0.6,1.0,Move the kettle and potato from the counter to the stool in the kitchen.,,0.6,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,16.097291788467214,29.638504725109026,,25.06896465279432,,,0.42528734165675847,1.0,1.0,466.82147796284096,1.0,1.0,0.0,1.0,0.0,29.0,5.0,5.0,0,163.7212815284729,,,1042.0,0.7319140444778487,0.625,0.15625,,1,0.3125,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,37.0,0.0005182710592634976,0.6,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
"agent0:Explore[living_room_1]|agent1:Wait[None]|agent0:Wait[None]|agent1:Wait[None]|agent0:Rearrange[cellphone_0, table_14]|agent1:Rearrange[phone_stand_1, table_14]|agent0:Rearrange[cellphone_0, on, table_14, next_to, None]|agent1:Rearrange[phone_stand_1, on, table_14, next_to, cellphone_0]|agent0:Rearrange[cellphone_0, on, table_14, None, None]|agent1:Wait[None]|agent0:Wait[None]|agent1:Rearrange[phone_stand_1, on, table_14, next_to, cellphone_0]|agent0:Done[None]|agent1:Done[None]",126,default,default,1686.0,,1.0,126,0,0.5367465518646957,0.5367465518646957,1,,,1,1,0.4,-0.43842554315317694,,0.0,0,1,0,,0.11654454115533674,-0.5284326739138512,-0.43842554315317694,1.6289539690187431,3,0,1.0714285714285714,1.0714285714285714,0.4715673260861488,2.0,0.6515815876074974,0.6,1.0,"Help me create a relaxing atmosphere in the living room. Place the phone and phone stand on the coffee table, next to each other.",,0.6,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,18.216841405703207,34.513512580715876,,27.243242506939392,,,0.0,1.0,1.0,674.02315022786,1.0,1.0,0.0,1.0,0.0,37.0,7.0,7.0,0,295.57339882850647,,,1683.0,0.7186008311469907,0.8148148148148148,0.4027777777777778,,1,0.8055555555555556,1.0,neighborhood_M=5_Pi=1,1.0,0.0,medoid,1,1,18.0,0.000221727677853778,0.6,ge_capacity_validity,expq1,spatial_relation,1.0,1.0,0,
"agent0:Rearrange[toy_vehicle_0, table_16]|agent1:Rearrange[toy_animal_0, table_16]|agent0:Wait[None]|agent1:Wait[None]|agent0:Explore[bedroom_1]|agent1:Wait[None]|agent0:Rearrange[toy_vehicle_1, on, table_16, None, None]|agent1:Rearrange[toy_construction_set_3, None, None, None, None]|agent0:Wait[None]|agent1:Wait[None]|agent0:Pick[toy_vehicle_1]|agent1:Wait[None]|agent0:Navigate[chest_of_drawers_37]|agent1:Wait[None]|agent0:Pick[toy_vehicle_1]|agent1:Wait[None]|agent0:Place[toy_vehicle_1, on, table_16, None, None]|agent1:Wait[None]|agent0:Navigate[table_16]|agent1:Wait[None]|agent0:Place[toy_vehicle_1, on, table_16, None, None]|agent1:Wait[None]|agent0:Navigate[chest_of_drawers_37]|agent1:Wait[None]|agent0:Pick[toy_animal_2]|agent1:Wait[None]|agent0:Navigate[table_16]|agent1:Wait[None]|agent0:Place[toy_animal_2, on, table_16, next_to, toy_vehicle_1]|agent1:Wait[None]|agent0:Done[None]|agent1:Done[None]",125,default,default,1035.0,,1.0,125,0,0.5367465518646957,0.5367465518646957,1,,,1,1,0.4,-0.43842554315317694,,0.0,0,1,0,,0.11654454115533674,-0.5284326739138512,-0.43842554315317694,1.6289539690187431,3,0,1.0714285714285714,1.0714285714285714,0.4715673260861488,2.0,0.6515815876074974,0.6,1.0,Help me tidy up the bedroom. Move the toy vehicle and toy animal from the chest of drawers to the table. Place them next to each other. Leave the toy construction set where it is.,,0.6,0,irrelevant_perturbation,stress_sweep,0.5,task_percent_complete_fallback,1.0,exact,16.540374684141714,30.896844306092436,,27.82882765027221,,,0.0,1.0,6.0,579.6574312392967,6.0,6.0,0.0,6.0,0.0,31.083333333333332,16.0,16.0,0,228.50333499908447,,,1031.0,0.5941508175932253,0.75,0.203125,,1,0.40625,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,0.0,0.007996562868356705,0.6,ge_capacity_validity,expq1,spatial_relation,0.5,0.0,0,
"agent0:Navigate[dining_room_1]|agent1:Wait[None]|agent0:Pick[plate_0]|agent1:Rearrange[plate_0, table_21]|agent0:Explore[dining_room_1]|agent1:Wait[None]|agent0:Rearrange[plate_0, table_21]|agent1:Rearrange[plate_1, table_21]|agent0:Place[plate_0, on, table_21, None, None]|agent1:Place[plate_1, on, table_21, None, None]|agent0:Pick[plate_0]|agent1:Pick[plate_1]|agent0:Navigate[kitchen_1]|agent1:Wait[None]|agent0:Pick[plate_0]|agent1:Pick[plate_1]|agent0:Wait[None]|agent1:Pick[plate_2]|agent0:Place[plate_0, on, dining_room_1, None, None]|agent1:Wait[None]|agent0:Place[plate_0, on, table_21, None, None]|agent1:Wait[None]|agent0:Navigate[dining_room_1]|agent1:Wait[None]|agent0:Place[plate_0, on, table_21, None, None]|agent1:Wait[None]|agent0:Explore[dining_room_1]|agent1:Wait[None]|agent0:Place[plate_0, on, table_21, None, None]|agent1:Wait[None]|agent0:Wait[None]|agent1:Pick[plate_1]|agent0:Wait[None]|agent1:Navigate[kitchen_1]|agent0:Wait[None]|agent1:Pick[plate_1]|agent0:Wait[None]|agent1:Navigate[dining_room_1]|agent0:Wait[None]|agent1:Place[plate_1, on, table_21, None, None]|agent0:Wait[None]|agent1:Explore[dining_room_1]|agent0:Wait[None]|agent1:Place[plate_1, on, table_21, None, None]|agent0:Navigate[kitchen_1]|agent1:Wait[None]|agent0:Pick[glass_4]|agent1:Wait[None]|agent0:Explore[kitchen_1]|agent1:Wait[None]|agent0:Pick[glass_4]|agent1:Wait[None]|agent0:Navigate[dining_room_1]|agent1:Wait[None]|agent0:Place[glass_4, on, table_21, None, None]|agent1:Wait[None]|agent0:Explore[dining_room_1]|agent1:Wait[None]|agent0:Place[glass_4, on, table_21, None, None]|agent1:Wait[None]|agent0:Wait[None]|agent1:Navigate[kitchen_1]|agent0:Wait[None]|agent1:Pick[glass_5]|agent0:Wait[None]|agent1:Navigate[dining_room_1]|agent0:Wait[None]|agent1:Place[glass_5, on, table_21, None, None]|agent0:Wait[None]|agent1:Explore[dining_room_1]|agent0:Wait[None]|agent1:Place[glass_5, on, table_21, None, None]|agent0:Navigate[kitchen_1]|agent1:Wait[None]|agent0:Pick[fork_10]|agent1:Wait[None]|agent0:Navigate[dining_room_1]|agent1:Wait[None]|agent0:Place[fork_10, on, table_21, None, None]|agent1:Wait[None]|agent0:Navigate[kitchen_1]|agent1:Wait[None]|agent0:Pick[fork_11]|agent1:Wait[None]|agent0:Navigate[dining_room_1]|agent1:Wait[None]|agent0:Place[fork_11, on, table_21, None, None]|agent1:Wait[None]|agent0:Done[None]|agent1:Done[None]",129,default,default,5162.0,,1.0,129,0,0.5367465518646957,0.5367465518646957,1,,,1,1,0.4,-0.43842554315317694,,0.0,0,1,0,,0.11654454115533674,-0.5284326739138512,-0.43842554315317694,1.6289539690187431,3,0,1.0714285714285714,1.0714285714285714,0.4715673260861488,2.0,0.6515815876074974,0.6,1.0,"Help me set the table for 2 people in the dining room. Place 2 plates, 2 glasses, and 2 forks at each setting, and make sure to place them next to each other.",,0.6,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,130.22431468083474,233.2684838419643,,227.5831169456233,,,0.8026207666826997,1.0,19.0,2901.700834197109,19.0,19.0,0.0,19.0,0.0,25.13157894736842,45.0,45.0,0,3902.5613720417023,,,5160.0,0.7859390315335788,0.8444444444444444,0.2111111111111111,,1,0.4222222222222222,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,63.0,0.0012560655595734715,0.6,ge_capacity_validity,expq1,spatial_relation,1.0,1.0,0,
"agent0:Explore[living_room_1]|agent1:Wait[None]|agent0:Explore[bedroom_1]|agent1:Wait[None]|agent0:Rearrange[toy_fire_truck_0, chest_of_drawers_36]|agent1:Wait[None]|agent0:Rearrange[toy_fire_truck_0, on, chest_of_drawers_36, None, None]|agent1:Wait[None]|agent0:Rearrange[toy_food_1, on, chest_of_drawers_40, None, None]|agent1:Wait[None]|agent0:Rearrange[toy_food_2, on, chest_of_drawers_40, None, None]|agent1:Wait[None]|agent0:Rearrange[toy_food_3, on, chest_of_drawers_40, None, None]|agent1:Wait[None]|agent0:Rearrange[stuffed_toy_4, on, bed_22, None, None]|agent1:Wait[None]|agent0:Done[None]|agent1:Done[None]",79,default,default,2903.0,,1.0,79,0,1.016219807161631,1.016219807161631,0,1.0,,1,1,0.6,0.0021135697925769303,1.0,0.0,0,0,1,1.0,-0.4703610199633659,-0.006294070412943054,0.0021135697925769303,1.8822837208319596,4,1,1.4285714285714286,1.4285714285714286,0.993705929587057,2.0,1.010521209998097,0.8,1.0,Move the toy fire truck to the chest of drawers. Put the toy food items in a new chest of drawers. Place the stuffed toy on the bed.,,0.8,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,none,0.0,0.0,stage_baseline_segment_missing,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0,9.0,0,873.3856954574585,,,2902.0,0.6910125136298579,0.8452380952380952,0.3863095238095238,,1,0.7726190476190476,0.4,neighborhood_M=5_Pi=1,1.0,0.0,medoid,1,1,0.0,0.0012762411497533321,0.8,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
"agent0:Explore[kitchen_1]|agent1:Wait[None]|agent0:Navigate[counter_34]|agent1:Wait[None]|agent0:Pick[sushi mat]|agent1:Wait[None]|agent0:PerceptionScanTool[None]|agent1:Wait[None]|agent0:Explore[kitchen_1]|agent1:Wait[None]|agent0:Navigate[counter_34]|agent1:Wait[None]|agent0:Pick[sushi mat]|agent1:Wait[None]|agent0:PerceptionScanTool[None]|agent1:Wait[None]|agent0:Pick[sushi_mat_0]|agent1:Wait[None]|agent0:Navigate[table_14]|agent1:Wait[None]|agent0:Place[sushi_mat_0, on, table_14]|agent1:Wait[None]|agent0:Place[sushi_mat_0, on, table_14]|agent1:Wait[None]|agent0:Place[sushi_mat_0, on, table_14]|agent1:Wait[None]|agent0:Place[sushi_mat_0, on, table_14]|agent1:Wait[None]|agent0:Done[None]|agent1:Done[None]",127,default,default,1852.0,,1.0,127,0,1.016219807161631,1.016219807161631,0,1.0,,1,1,0.6,0.0021135697925769303,1.0,0.0,0,0,1,1.0,-0.4703610199633659,-0.006294070412943054,0.0021135697925769303,1.8822837208319596,4,1,1.4285714285714286,1.4285714285714286,0.993705929587057,2.0,1.010521209998097,0.8,1.0,Move the sushi mat from the kitchen counter to the living room table.,,0.8,0,irrelevant_perturbation,stress_sweep,0.0,task_percent_complete_fallback,1.0,exact,36.00252818018697,64.13792882283003,,63.241377129607685,,,0.034482757431629055,1.0,3.0,1044.07335322795,3.0,3.0,0.0,3.0,0.0,29.0,15.0,15.0,0,362.3343267440796,,,1846.0,0.711231101511879,0.75,0.19791666666666666,,1,0.3958333333333333,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,3.0,0.03661338984966278,0.8,ge_capacity_validity,expq1,placement_only,0.0,0.0,0,
"agent0:Explore[bedroom_1]|agent1:Wait[None]|agent0:Rearrange[toy_fire_truck_0, chest_of_drawers_36]|agent1:Rearrange[toy_food_1, chest_of_drawers_36]|agent0:Rearrange[toy_fire_truck_0, on, chest_of_drawers_36, None, None]|agent1:Rearrange[toy_food_1, on, chest_of_drawers_36, None, None]|agent0:Wait[None]|agent1:Rearrange[toy_food_1, on, chest_of_drawers_36, None, None]|agent0:Done[None]|agent1:Done[None]",78,default,default,1084.0,,1.0,78,0,1.016219807161631,1.016219807161631,0,1.0,,1,1,0.6,0.0021135697925769303,1.0,0.0,0,0,1,1.0,-0.4703610199633659,-0.006294070412943054,0.0021135697925769303,1.8822837208319596,4,1,1.4285714285714286,1.4285714285714286,0.993705929587057,2.0,1.010521209998097,0.8,1.0,Put the toy food and the toy fire truck on the other chest of drawers in the bedroom.,,0.8,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,17.150277325277248,32.707470136524016,,24.620688806183143,,,0.2758620594530323,1.0,1.0,497.3580595833175,1.0,1.0,0.0,1.0,0.0,29.0,5.0,5.0,0,174.35366487503052,,,1082.0,0.61070110701107,0.5833333333333334,0.14583333333333334,,1,0.2916666666666667,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,24.0,0.44881731271743774,0.8,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
"agent0:Explore[dining_room_1]|agent1:Wait[None]|agent0:Rearrange[sushi_mat_0, table_29]|agent1:Rearrange[ramekin_1, table_29]|agent0:Rearrange[sushi_mat_0, on, table_29, None, None]|agent1:Wait[None]|agent0:Wait[None]|agent1:Rearrange[ramekin_1, on, table_29, None, None]|agent0:Rearrange[spoon_2, on, table_29, None, None]|agent1:Wait[None]|agent0:Done[None]|agent1:Done[None]",60,default,default,2169.0,,1.0,60,0,1.016219807161631,1.016219807161631,0,1.0,,1,1,0.6,0.0021135697925769303,1.0,0.0,0,0,1,1.0,-0.4703610199633659,-0.006294070412943054,0.0021135697925769303,1.8822837208319596,4,1,1.4285714285714286,1.4285714285714286,0.993705929587057,2.0,1.010521209998097,0.8,1.0,"Move the sushi mat, ramekin, and spoon from the dining room table to the entryway table.",,0.8,0,irrelevant_perturbation,stress_sweep,1.0,task_percent_complete_fallback,1.0,exact,33.377915219651065,75.08677901999611,,20.517240671819287,,,0.17241378715814523,1.0,1.0,967.9595747477962,1.0,1.0,0.0,1.0,0.0,29.0,6.0,6.0,0,392.27041149139404,,,2167.0,0.6858645719917238,0.6875,0.171875,,1,0.34375,0.0,neighborhood_M=5_Pi=1,0.0,0.0,medoid,1,1,15.0,0.0003322292468510568,0.8,ge_capacity_validity,expq1,placement_only,1.0,1.0,0,
